id,scores
168,0.127344
169,0.117874
170,0.134126
171,0.100216
172,0.117160
173,0.129174
174,0.148168
175,0.120355
176,0.131957
177,0.140138
178,0.102657
179,0.093779
180,0.139900
181,0.095530
182,0.123216
183,0.134802
184,0.145847
185,0.105983
186,0.113492
187,0.079696
188,0.123428
189,0.094560
190,0.096403
191,0.122400
192,0.113258
193,0.105642
194,0.119190
195,0.139884
196,0.097327
197,0.126232
198,0.103377
199,0.112833
200,0.142620
201,0.135919
202,0.124876
203,0.103195
204,0.127337
205,0.134337
206,0.064245
207,0.107441
208,0.145069
209,0.070256
210,0.126936
211,0.142982
212,0.140956
213,0.078930
214,0.098346
215,0.108481
216,0.111505
217,0.136006
218,0.118664
219,0.117320
220,0.062146
221,0.102255
222,0.062689
223,0.124328
224,0.125636
225,0.110486
226,0.129513
227,0.141832
228,0.108819
229,0.061493
230,0.136260
231,0.143525
232,0.135650
233,0.096150
234,0.114542
235,0.107884
236,0.112026
237,0.129492
238,0.124652
239,0.119971
240,0.141186
241,0.088943
242,0.096535
243,0.125689
244,0.102979
245,0.117572
246,0.072578
247,0.144559
248,0.133577
249,0.061924
250,0.108960
251,0.143720
252,0.107533
253,0.060989
254,0.123316
255,0.097026
256,0.136485
257,0.126760
258,0.145895
259,0.119133
260,0.106153
261,0.118090
262,0.114018
263,0.120274
264,0.122025
265,0.116334
266,0.103716
267,0.143509
268,0.123952
269,0.143884
270,0.149981
271,0.139016
272,0.107067
273,0.119842
274,0.125788
275,0.128543
276,0.149681
277,0.065652
278,0.120035
279,0.117206
280,0.143329
281,0.088215
282,0.120149
283,0.060410
284,0.084746
285,0.144256
286,0.091147
287,0.120212
288,0.131293
289,0.136822
290,0.146195
291,0.121048
292,0.137116
293,0.076148
294,0.047753
295,0.127879
296,0.106241
297,0.122417
298,0.102728
299,0.101058
300,0.139429
301,0.129538
302,0.120817
303,0.091658
304,0.138619
305,0.128976
306,0.091942
307,0.138966
308,0.085464
309,0.143921
310,0.150720
311,0.119616
312,0.105473
313,0.143930
314,0.127799
315,0.142615
316,0.112468
317,0.075620
318,0.116334
319,0.139139
320,0.120774
321,0.119027
322,0.123772
323,0.097652
324,0.125567
325,0.082690
326,0.117498
327,0.100488
328,0.119388
329,0.116930
330,0.120957
331,0.122455
332,0.124829
333,0.114052
334,0.125025
335,0.123741
336,0.140883
337,0.118698
338,0.132983
339,0.072685
340,0.130080
341,0.084163
342,0.142371
343,0.119040
344,0.131289
345,0.141572
346,0.135657
347,0.072584
348,0.130391
349,0.115312
350,0.135704
351,0.139759
352,0.105522
353,0.138252
354,0.141981
355,0.136532
356,0.128606
357,0.141163
358,0.145903
359,0.095602
360,0.076476
361,0.114376
362,0.139229
363,0.136390
364,0.145071
365,0.099706
366,0.149339
367,0.106560
368,0.134782
369,0.133140
370,0.142192
371,0.118671
372,0.134891
373,0.131659
374,0.125721
375,0.074374
376,0.134115
377,0.116477
378,0.087758
379,0.137329
380,0.093352
381,0.101661
382,0.141646
383,0.137545
384,0.125436
385,0.054444
386,0.089015
387,0.129464
388,0.140587
389,0.142655
390,0.119175
391,0.086610
392,0.091741
393,0.112864
394,0.135103
395,0.113131
396,0.137834
397,0.140559
398,0.148918
399,0.079759
400,0.083495
401,0.130035
402,0.131320
403,0.116205
404,0.109472
405,0.098007
406,0.138307
407,0.116568
408,0.149544
409,0.138319
410,0.096838
411,0.127983
412,0.145076
413,0.131768
414,0.125792
415,0.103293
416,0.144135
417,0.130066
418,0.135039
419,0.139720
420,0.140562
421,0.115918
422,0.138439
423,0.143499
424,0.084328
425,0.112248
426,0.081673
427,0.078454
428,0.130615
429,0.060288
430,0.129280
431,0.121789
432,0.099975
433,0.110292
434,0.118742
435,0.077130
436,0.140498
437,0.125742
438,0.126596
439,0.114422
440,0.046388
441,0.145942
442,0.138731
443,0.139764
444,0.120574
445,0.118218
446,0.118721
447,0.139663
448,0.088700
449,0.118551
450,0.148054
451,0.112116
452,0.090724
453,0.085343
454,0.150598
455,0.142418
456,0.135073
457,0.106523
458,0.072115
459,0.128268
460,0.128828
461,0.113228
462,0.055428
463,0.133793
464,0.039323
465,0.100607
466,0.149478
467,0.102326
468,0.103033
469,0.104468
470,0.142111
471,0.133678
472,0.136524
473,0.070568
474,0.124004
475,0.139391
476,0.123928
477,0.100216
478,0.116523
479,0.123660
480,0.123091
481,0.114378
482,0.142553
483,0.091560
484,0.149873
485,0.103199
486,0.099248
487,0.127550
488,0.099492
489,0.087283
490,0.113866
491,0.120664
492,0.135719
493,0.102924
494,0.085704
495,0.093068
496,0.125226
497,0.115907
498,0.130780
499,0.117772
500,0.119137
501,0.125594
502,0.141784
503,0.122021
504,0.078056
505,0.120749
506,0.088054
507,0.138430
508,0.134703
509,0.105994
510,0.143726
511,0.118927
512,0.115332
513,0.121401
514,0.141272
515,0.083154
516,0.089500
517,0.109063
518,0.131219
519,0.081504
520,0.131429
521,0.097495
522,0.116697
523,0.132157
524,0.085262
525,0.127131
526,0.057403
527,0.116005
528,0.071878
529,0.130934
530,0.113040
531,0.105925
532,0.115464
533,0.122344
534,0.112518
535,0.124109
536,0.127944
537,0.126124
538,0.144991
539,0.109180
540,0.131237
541,0.127746
542,0.113294
543,0.127263
544,0.094769
545,0.125991
546,0.109194
547,0.133471
548,0.096512
549,0.105879
550,0.135408
551,0.092521
552,0.137171
553,0.136412
554,0.096162
555,0.109704
556,0.144212
557,0.090858
558,0.124652
559,0.104963
560,0.139212
561,0.104144
562,0.099807
563,0.087152
564,0.129149
565,0.104466
566,0.143803
567,0.125854
568,0.102577
569,0.113227
570,0.078098
571,0.120117
572,0.143346
573,0.139991
574,0.143152
575,0.126819
576,0.128908
577,0.077960
578,0.126332
579,0.123300
580,0.137464
581,0.111121
582,0.111051
583,0.132126
584,0.134802
585,0.130465
586,0.136484
587,0.128753
588,0.141890
589,0.132163
590,0.136991
591,0.070931
592,0.123351
593,0.132153
594,0.128291
595,0.135115
596,0.081142
597,0.114961
598,0.096647
599,0.125541
600,0.146159
601,0.130906
602,0.119998
603,0.092412
604,0.151179
605,0.108612
606,0.060327
607,0.118393
608,0.116845
609,0.134856
610,0.099855
611,0.136560
612,0.112374
613,0.125651
614,0.110776
615,0.115688
616,0.109343
617,0.116244
618,0.146541
619,0.112670
620,0.090715
621,0.141064
622,0.082104
623,0.113224
624,0.131005
625,0.130156
626,0.088499
627,0.127026
628,0.129984
629,0.112045
630,0.142208
631,0.122363
632,0.097968
633,0.092274
634,0.147482
635,0.107498
636,0.144896
637,0.130615
638,0.148032
639,0.105026
640,0.093577
641,0.135337
642,0.097170
643,0.104580
644,0.135845
645,0.116148
646,0.138318
647,0.118592
648,0.148158
649,0.110027
650,0.116478
651,0.116801
652,0.135159
653,0.122652
654,0.125077
655,0.119146
656,0.111834
657,0.100748
658,0.092610
659,0.110409
660,0.137476
661,0.122890
662,0.117032
663,0.114546
664,0.109100
665,0.091333
666,0.123139
667,0.095207
668,0.099243
669,0.089573
670,0.044765
671,0.134889
672,0.122163
673,0.088585
674,0.140062
675,0.113771
676,0.147893
677,0.110045
678,0.148503
679,0.117819
680,0.126404
681,0.092056
682,0.135749
683,0.116608
684,0.103715
685,0.124759
686,0.125232
687,0.133812
688,0.117673
689,0.089481
690,0.130198
691,0.135554
692,0.119974
693,0.106105
694,0.136399
695,0.117088
696,0.131307
697,0.109276
698,0.140950
699,0.100086
700,0.131082
701,0.092472
702,0.105420
703,0.115859
704,0.079464
705,0.108565
706,0.103830
707,0.141801
708,0.138920
709,0.088044
710,0.147324
711,0.130509
712,0.096614
713,0.060588
714,0.121403
715,0.111312
716,0.115484
717,0.095989
718,0.127126
719,0.085430
720,0.141938
721,0.095927
722,0.082982
723,0.115210
724,0.102105
725,0.111336
726,0.128401
727,0.134908
728,0.146760
729,0.104372
730,0.116691
731,0.114417
732,0.088258
733,0.070884
734,0.089335
735,0.105581
736,0.129197
737,0.097644
738,0.149654
739,0.092598
740,0.132962
741,0.134366
742,0.112146
743,0.050699
744,0.140412
745,0.057813
746,0.143845
747,0.137121
748,0.124703
749,0.122470
750,0.133341
751,0.107090
752,0.107769
753,0.116948
754,0.150679
755,0.129678
756,0.066729
757,0.105439
758,0.109251
759,0.090653
760,0.118011
761,0.121547
762,0.124677
763,0.117296
764,0.083763
765,0.134515
766,0.115038
767,0.118452
768,0.121708
769,0.095916
770,0.097733
771,0.113048
772,0.099007
773,0.133286
774,0.091081
775,0.131294
776,0.127164
777,0.116676
778,0.136663
779,0.135231
780,0.145802
781,0.055521
782,0.135370
783,0.134051
784,0.130645
785,0.112050
786,0.140686
787,0.073441
788,0.133059
789,0.119231
790,0.076303
791,0.117179
792,0.086456
793,0.129983
794,0.105124
795,0.129430
796,0.137166
797,0.115510
798,0.130039
799,0.111077
800,0.133574
801,0.101566
802,0.125103
803,0.128174
804,0.090365
805,0.122889
806,0.132483
807,0.114605
808,0.137978
809,0.139930
810,0.107103
811,0.116600
812,0.132005
813,0.107536
814,0.066440
815,0.115796
816,0.128339
817,0.123101
818,0.113830
819,0.126067
820,0.111112
821,0.121243
822,0.148297
823,0.125781
824,0.137236
825,0.082375
826,0.077621
827,0.138361
828,0.057961
829,0.108527
830,0.096547
831,0.106434
832,0.134370
833,0.136288
834,0.134341
835,0.134751
836,0.122705
837,0.106354
838,0.148737
839,0.125710
840,0.121475
841,0.106066
842,0.116886
843,0.114919
844,0.111611
845,0.104823
846,0.107743
847,0.098535
848,0.098076
849,0.093593
850,0.118564
851,0.102003
852,0.132568
853,0.129557
854,0.125971
855,0.105836
856,0.142666
857,0.094959
858,0.133100
859,0.072391
860,0.105451
861,0.115280
862,0.099256
863,0.119691
864,0.146832
865,0.118179
866,0.090039
867,0.101157
868,0.129598
869,0.105455
870,0.135761
871,0.139179
872,0.038190
873,0.068160
874,0.095410
875,0.043432
876,0.133382
877,0.118941
878,0.139329
879,0.123791
880,0.128538
881,0.115322
882,0.096338
883,0.101172
884,0.146470
885,0.116251
886,0.073063
887,0.113407
888,0.139204
889,0.078092
890,0.123911
891,0.138850
892,0.134983
893,0.072116
894,0.118974
895,0.073636
896,0.098029
897,0.112440
898,0.132186
899,0.127873
900,0.148945
901,0.115581
902,0.113099
903,0.087783
904,0.110919
905,0.131716
906,0.107991
907,0.073778
908,0.102939
909,0.081051
910,0.102844
911,0.108528
912,0.129375
913,0.100771
914,0.114570
915,0.126054
916,0.109715
917,0.081806
918,0.128621
919,0.134262
920,0.141402
921,0.114941
922,0.143425
923,0.116368
924,0.070084
925,0.107304
926,0.100828
927,0.103085
928,0.124604
929,0.117941
930,0.124381
931,0.092344
932,0.123195
933,0.123757
934,0.103513
935,0.118766
936,0.141669
937,0.119121
938,0.130533
939,0.129666
940,0.123598
941,0.141489
942,0.083908
943,0.119112
944,0.074987
945,0.137646
946,0.110808
947,0.130032
948,0.128160
949,0.101541
950,0.119395
951,0.132483
952,0.128413
953,0.114556
954,0.121492
955,0.128179
956,0.115682
957,0.116128
958,0.122677
959,0.124992
960,0.097841
961,0.138044
962,0.117585
963,0.121009
964,0.116491
965,0.094674
966,0.101112
967,0.111346
968,0.143591
969,0.111162
970,0.118001
971,0.131304
972,0.098197
973,0.120527
974,0.111682
975,0.091906
976,0.129371
977,0.118388
978,0.147328
979,0.110923
980,0.145020
981,0.097300
982,0.141209
983,0.115138
984,0.076340
985,0.125503
986,0.087117
987,0.118408
988,0.115729
989,0.078645
990,0.095556
991,0.122814
992,0.103844
993,0.141721
994,0.100233
995,0.092074
996,0.133801
997,0.098405
998,0.118898
999,0.117639
1000,0.126675
1001,0.099158
1002,0.150883
1003,0.133039
1004,0.140108
1005,0.113230
1006,0.137946
1007,0.126537
1008,0.117805
1009,0.117655
1010,0.074588
1011,0.092216
1012,0.147124
1013,0.112355
1014,0.115356
1015,0.095338
1016,0.125008
1017,0.144396
1018,0.103868
1019,0.102363
1020,0.134142
1021,0.129435
1022,0.144251
1023,0.131608
1024,0.115110
1025,0.133891
1026,0.136999
1027,0.145891
1028,0.068036
1029,0.085299
1030,0.065519
1031,0.146018
1032,0.124645
1033,0.105455
1034,0.108548
1035,0.126974
1036,0.126285
1037,0.139281
1038,0.125116
1039,0.120771
1040,0.051532
1041,0.111170
1042,0.130436
1043,0.101444
1044,0.147441
1045,0.122290
1046,0.113646
1047,0.098676
1048,0.073512
1049,0.098446
1050,0.112026
1051,0.139305
1052,0.145475
1053,0.117498
1054,0.114213
1055,0.123900
1056,0.138265
1057,0.125013
1058,0.125159
1059,0.132472
1060,0.148677
1061,0.137569
1062,0.128631
1063,0.139366
1064,0.121353
1065,0.145600
1066,0.132229
1067,0.111572
1068,0.135445
1069,0.115477
1070,0.138343
1071,0.125362
1072,0.110582
1073,0.130603
1074,0.125363
1075,0.102754
1076,0.109885
1077,0.106025
1078,0.074934
1079,0.145389
1080,0.148234
1081,0.146951
1082,0.122478
1083,0.104722
1084,0.145174
1085,0.139837
1086,0.134159
1087,0.108247
1088,0.149467
1089,0.127718
1090,0.099981
1091,0.098802
1092,0.119890
1093,0.079070
1094,0.134578
1095,0.145605
1096,0.087562
1097,0.059120
1098,0.142836
1099,0.123146
1100,0.138247
1101,0.130449
1102,0.081066
1103,0.127562
1104,0.120742
1105,0.111965
1106,0.142713
1107,0.097382
1108,0.074687
1109,0.112309
1110,0.140448
1111,0.123177
1112,0.134197
1113,0.130657
1114,0.130109
1115,0.130313
1116,0.111417
1117,0.127363
1118,0.148383
1119,0.101704
1120,0.120818
1121,0.101185
1122,0.130217
1123,0.133139
1124,0.113099
1125,0.112967
1126,0.135210
1127,0.103828
1128,0.111303
1129,0.099432
1130,0.128076
1131,0.140984
1132,0.148626
1133,0.134905
1134,0.087311
1135,0.127929
1136,0.127365
1137,0.108299
1138,0.138742
1139,0.113042
1140,0.099524
1141,0.099832
1142,0.123630
1143,0.121912
1144,0.130091
1145,0.124837
1146,0.123495
1147,0.126339
1148,0.136110
1149,0.143434
1150,0.124508
1151,0.122562
1152,0.106750
1153,0.123969
1154,0.125247
1155,0.140024
1156,0.128228
1157,0.114527
1158,0.072640
1159,0.121178
1160,0.082606
1161,0.131803
1162,0.083014
1163,0.126189
1164,0.127879
1165,0.115068
1166,0.142529
1167,0.133678
1168,0.143620
1169,0.140508
1170,0.128783
1171,0.133431
1172,0.122884
1173,0.137176
1174,0.143248
1175,0.114521
1176,0.075469
1177,0.131368
1178,0.141447
1179,0.087985
1180,0.107585
1181,0.139337
1182,0.138009
1183,0.069428
1184,0.110532
1185,0.104771
1186,0.119981
1187,0.097735
1188,0.104530
1189,0.099396
1190,0.108160
1191,0.123264
1192,0.145841
1193,0.092272
1194,0.092429
1195,0.100345
1196,0.089309
1197,0.140488
1198,0.129274
1199,0.058576
1200,0.147358
1201,0.115187
1202,0.126036
1203,0.111061
1204,0.135334
1205,0.116805
1206,0.080665
1207,0.102431
1208,0.114888
1209,0.054921
1210,0.126367
1211,0.136741
1212,0.126581
1213,0.091542
1214,0.095362
1215,0.070105
1216,0.127341
1217,0.118409
1218,0.137304
1219,0.088124
1220,0.107782
1221,0.114210
1222,0.113404
1223,0.105286
1224,0.130684
1225,0.121320
1226,0.107378
1227,0.126456
1228,0.137211
1229,0.135393
1230,0.148234
1231,0.117311
1232,0.136201
1233,0.102368
1234,0.133148
1235,0.133016
1236,0.126421
1237,0.124423
1238,0.147318
1239,0.087453
1240,0.138997
1241,0.090745
1242,0.149635
1243,0.137761
1244,0.128876
1245,0.092039
1246,0.107128
1247,0.097315
1248,0.099495
1249,0.073891
1250,0.144688
1251,0.122980
1252,0.147372
1253,0.089283
1254,0.124085
1255,0.061233
1256,0.145246
1257,0.114786
1258,0.103665
1259,0.131227
1260,0.088016
1261,0.105289
1262,0.083875
1263,0.094922
1264,0.092006
1265,0.096021
1266,0.081311
1267,0.070886
1268,0.119953
1269,0.063124
1270,0.137027
1271,0.090792
1272,0.114172
1273,0.092850
1274,0.114727
1275,0.109959
1276,0.086516
1277,0.135277
1278,0.122981
1279,0.103159
1280,0.139269
1281,0.122124
1282,0.131304
1283,0.115906
1284,0.147823
1285,0.119124
1286,0.138768
1287,0.133886
1288,0.126328
1289,0.099675
1290,0.059164
1291,0.117638
1292,0.141529
1293,0.137123
1294,0.130203
1295,0.070326
1296,0.120240
1297,0.097834
1298,0.129321
1299,0.098218
1300,0.137552
1301,0.071940
1302,0.104314
1303,0.094705
1304,0.109499
1305,0.122208
1306,0.083716
1307,0.135846
1308,0.130786
1309,0.116077
1310,0.061038
1311,0.104773
1312,0.120836
1313,0.104763
1314,0.092150
1315,0.106370
1316,0.137366
1317,0.105065
1318,0.121052
1319,0.083168
1320,0.123749
1321,0.143641
1322,0.105069
1323,0.099341
1324,0.111356
1325,0.111371
1326,0.136049
1327,0.094421
1328,0.136413
1329,0.110259
1330,0.129438
1331,0.136219
1332,0.113885
1333,0.119129
1334,0.099781
1335,0.126837
1336,0.112354
1337,0.122407
1338,0.121333
1339,0.097699
1340,0.113156
1341,0.116814
1342,0.143971
1343,0.118370
1344,0.118748
1345,0.107982
1346,0.095086
1347,0.135875
1348,0.140034
1349,0.108101
1350,0.134942
1351,0.104336
1352,0.103247
1353,0.121318
1354,0.147827
1355,0.136844
1356,0.092311
1357,0.127577
1358,0.111522
1359,0.093045
1360,0.129511
1361,0.091737
1362,0.133003
1363,0.052586
1364,0.101709
1365,0.132144
1366,0.065012
1367,0.042250
1368,0.083214
1369,0.135913
1370,0.121541
1371,0.066582
1372,0.083095
1373,0.114513
1374,0.110945
1375,0.134098
1376,0.116339
1377,0.108157
1378,0.130318
1379,0.123939
1380,0.074805
1381,0.126589
1382,0.081125
1383,0.133224
1384,0.122547
1385,0.112830
1386,0.083191
1387,0.108757
1388,0.122340
1389,0.123400
1390,0.125042
1391,0.107615
1392,0.119697
1393,0.106796
1394,0.147186
1395,0.077306
1396,0.139948
1397,0.057297
1398,0.125319
1399,0.124272
1400,0.117194
1401,0.099852
1402,0.092964
1403,0.086135
1404,0.121744
1405,0.132036
1406,0.119025
1407,0.087031
1408,0.118466
1409,0.102805
1410,0.138510
1411,0.108498
1412,0.141142
1413,0.123834
1414,0.096999
1415,0.119275
1416,0.102131
1417,0.115888
1418,0.123554
1419,0.129184
1420,0.047554
1421,0.137613
1422,0.130711
1423,0.096321
1424,0.097539
1425,0.132479
1426,0.141237
1427,0.084574
1428,0.116730
1429,0.106194
1430,0.122012
1431,0.116115
1432,0.081895
1433,0.126936
1434,0.141850
1435,0.122546
1436,0.139062
1437,0.088184
1438,0.103443
1439,0.105195
1440,0.087691
1441,0.138480
1442,0.117344
1443,0.080612
1444,0.119242
1445,0.142879
1446,0.124204
1447,0.085501
1448,0.022956
1449,0.097274
1450,0.142557
1451,0.114693
1452,0.145349
1453,0.090904
1454,0.110039
1455,0.133064
1456,0.115994
1457,0.131935
1458,0.148683
1459,0.128634
1460,0.094877
1461,0.103241
1462,0.119459
1463,0.146272
1464,0.143265
1465,0.128546
1466,0.024867
1467,0.120126
1468,0.131171
1469,0.101739
1470,0.116660
1471,0.077551
1472,0.139140
1473,0.137196
1474,0.126675
1475,0.118964
1476,0.133443
1477,0.109929
1478,0.095933
1479,0.077752
1480,0.073099
1481,0.122022
1482,0.135321
1483,0.144937
1484,0.108107
1485,0.124258
1486,0.134252
1487,0.125396
1488,0.111828
1489,0.075763
1490,0.104890
1491,0.142521
1492,0.132851
1493,0.125031
1494,0.092903
1495,0.070438
1496,0.146203
1497,0.135379
1498,0.136052
1499,0.125062
1500,0.145648
1501,0.092081
1502,0.098881
1503,0.121600
1504,0.094370
1505,0.089947
1506,0.140727
1507,0.136562
1508,0.128416
1509,0.118505
1510,0.135910
1511,0.104087
1512,0.132237
1513,0.121153
1514,0.128637
1515,0.127325
1516,0.133157
1517,0.075611
1518,0.097640
1519,0.100672
1520,0.119598
1521,0.145002
1522,0.098313
1523,0.124439
1524,0.137219
1525,0.128687
1526,0.066617
1527,0.135315
1528,0.143616
1529,0.116236
1530,0.092086
1531,0.119029
1532,0.082142
1533,0.120907
1534,0.082782
1535,0.124087
1536,0.115758
1537,0.101036
1538,0.089644
1539,0.093917
1540,0.118709
1541,0.104589
1542,0.133926
1543,0.129550
1544,0.148241
1545,0.133278
1546,0.118845
1547,0.136630
1548,0.146456
1549,0.104159
1550,0.079240
1551,0.121755
1552,0.130912
1553,0.132723
1554,0.141212
1555,0.136556
1556,0.123476
1557,0.133496
1558,0.086604
1559,0.116417
1560,0.112175
1561,0.089429
1562,0.129721
1563,0.085076
1564,0.133559
1565,0.113187
1566,0.113247
1567,0.115462
1568,0.125714
1569,0.125251
1570,0.143690
1571,0.072536
1572,0.134617
1573,0.129136
1574,0.099827
1575,0.128141
1576,0.132928
1577,0.125819
1578,0.110732
1579,0.138780
1580,0.116752
1581,0.110154
1582,0.116121
1583,0.093837
1584,0.096956
1585,0.140923
1586,0.092367
1587,0.120038
1588,0.115828
1589,0.110955
1590,0.070474
1591,0.128764
1592,0.121076
1593,0.103237
1594,0.135529
1595,0.102772
1596,0.075998
1597,0.138743
1598,0.127325
1599,0.109906
1600,0.131736
1601,0.130101
1602,0.089008
1603,0.110382
1604,0.114828
1605,0.113633
1606,0.109782
1607,0.147560
1608,0.115507
1609,0.095275
1610,0.123875
1611,0.107554
1612,0.143682
1613,0.125292
1614,0.131144
1615,0.123031
1616,0.101804
1617,0.134238
1618,0.061684
1619,0.130916
1620,0.090147
1621,0.125415
1622,0.093117
1623,0.136999
1624,0.096372
1625,0.095264
1626,0.100756
1627,0.147175
1628,0.117202
1629,0.082677
1630,0.129776
1631,0.118127
1632,0.124176
1633,0.112527
1634,0.123901
1635,0.123445
1636,0.123095
1637,0.118550
1638,0.123031
1639,0.136764
1640,0.149601
1641,0.126469
1642,0.108197
1643,0.143384
1644,0.117620
1645,0.066385
1646,0.089907
1647,0.144963
1648,0.110766
1649,0.079609
1650,0.131453
1651,0.097757
1652,0.099998
1653,0.128030
1654,0.149071
1655,0.124416
1656,0.143077
1657,0.121665
1658,0.147131
1659,0.144459
1660,0.101634
1661,0.108601
1662,0.110389
1663,0.137753
1664,0.056341
1665,0.146220
1666,0.125751
1667,0.140869
1668,0.138924
1669,0.128906
1670,0.128388
1671,0.135611
1672,0.085238
1673,0.131569
1674,0.092063
1675,0.123879
1676,0.133120
1677,0.120323
1678,0.073310
1679,0.077629
1680,0.147248
1681,0.146061
1682,0.080973
1683,0.121231
1684,0.112075
1685,0.110022
1686,0.135885
1687,0.135338
1688,0.095669
1689,0.129747
1690,0.116321
1691,0.119519
1692,0.117111
1693,0.135280
1694,0.128549
1695,0.132143
1696,0.144312
1697,0.147416
1698,0.105127
1699,0.147668
1700,0.148376
1701,0.086908
1702,0.081498
1703,0.147966
1704,0.144488
1705,0.137221
1706,0.125444
1707,0.127194
1708,0.117637
1709,0.096047
1710,0.146448
1711,0.088920
1712,0.107489
1713,0.129607
1714,0.135666
1715,0.076065
1716,0.150768
1717,0.144843
1718,0.127435
1719,0.120738
1720,0.142391
1721,0.111009
1722,0.108894
1723,0.066085
1724,0.066168
1725,0.073912
1726,0.121078
1727,0.106967
1728,0.141405
1729,0.061416
1730,0.137459
1731,0.111775
1732,0.130964
1733,0.143663
1734,0.144397
1735,0.117614
1736,0.145781
1737,0.125352
1738,0.135577
1739,0.131415
1740,0.118743
1741,0.124491
1742,0.088783
1743,0.136818
1744,0.133545
1745,0.118279
1746,0.132699
1747,0.138257
1748,0.124770
1749,0.129216
1750,0.126416
1751,0.136538
1752,0.124725
1753,0.101690
1754,0.099375
1755,0.109913
1756,0.092229
1757,0.122613
1758,0.108541
1759,0.094561
1760,0.127501
1761,0.125637
1762,0.138541
1763,0.142755
1764,0.113078
1765,0.138988
1766,0.112353
1767,0.139123
1768,0.098565
1769,0.090603
1770,0.142962
1771,0.056061
1772,0.104974
1773,0.131228
1774,0.090565
1775,0.076914
1776,0.105669
1777,0.133391
1778,0.072232
1779,0.136283
1780,0.125901
1781,0.121079
1782,0.120405
1783,0.118287
1784,0.103705
1785,0.126386
1786,0.149081
1787,0.145763
1788,0.133458
1789,0.133645
1790,0.076042
1791,0.112853
1792,0.132273
1793,0.122844
1794,0.116662
1795,0.115337
1796,0.126543
1797,0.094035
1798,0.075329
1799,0.122578
1800,0.096403
1801,0.128903
1802,0.120554
1803,0.128829
1804,0.122169
1805,0.129570
1806,0.122541
1807,0.145415
1808,0.122291
1809,0.109313
1810,0.126008
1811,0.136903
1812,0.134016
1813,0.126279
1814,0.083981
1815,0.142074
1816,0.147092
1817,0.110693
1818,0.134644
1819,0.069746
1820,0.110380
1821,0.140669
1822,0.147617
1823,0.116550
1824,0.119578
1825,0.124041
1826,0.069885
1827,0.125840
1828,0.074529
1829,0.129042
1830,0.129028
1831,0.142992
1832,0.142827
1833,0.124331
1834,0.119816
1835,0.131394
1836,0.136019
1837,0.088982
1838,0.144369
1839,0.141954
1840,0.093503
1841,0.094133
1842,0.115589
1843,0.080733
1844,0.094505
1845,0.076388
1846,0.141068
1847,0.116133
1848,0.133643
1849,0.110011
1850,0.150516
1851,0.073501
1852,0.133784
1853,0.126836
1854,0.140222
1855,0.122948
1856,0.106042
1857,0.078979
1858,0.128108
1859,0.136161
1860,0.126999
1861,0.094920
1862,0.132608
1863,0.097308
1864,0.134297
1865,0.089162
1866,0.137700
1867,0.107960
1868,0.083606
1869,0.116617
1870,0.137393
1871,0.099096
1872,0.100112
